nim,fakultas_prodi,smt,ips_smt1,ips_smt2,golongan_ukt,status_cuti,kode_wilayah,asal_daerah
1939021008,Pascasarjana/Pendidikan Bahasa (S3),2,1.74,3.75,7,1,3,"Kec. Kuta Selatan, Kab. Badung, Prov. Bali"
2011011010,"FIP/Ilmu Pendidikan, Psikologi dan Bimbingan",2,3.69,3.63,2,0,3,"Kec. Berastagi, Kab. Karo, Prov. Sumatera Utara"
2011011042,"FIP/Ilmu Pendidikan, Psikologi dan Bimbingan",2,3.55,2.54,6,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2011021028,"FIP/Ilmu Pendidikan, Psikologi dan Bimbingan",2,3.82,3.46,4,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2011031156,FIP/Pendidikan Dasar,2,3.83,3.41,7,0,3,"Kec. Gianyar, Kab. Gianyar, Prov. Bali"
2011031189,FIP/Pendidikan Dasar,2,3.8,3.81,6,0,3,"Kec. Nusapenida, Kab. Klungkung, Prov. Bali"
2011031193,FIP/Pendidikan Dasar,2,3.55,3.73,6,0,3,"Kec. Kintamani, Kab. Bangli, Prov. Bali"
2011031217,FIP/Pendidikan Dasar,2,0.0,0.0,1,0,3,"Kec. Denpasar Selatan, Kab. Denpasar, Prov. Bali"
2011031238,FIP/Pendidikan Dasar,2,3.88,3.81,6,1,3,"Kec. Abang, Kab. Karang Asem, Prov. Bali"
2011031242,FIP/Pendidikan Dasar,2,3.73,0.63,5,0,2,"Kec. Sukasada, Kab. Buleleng, Prov. Bali"
2011031260,FIP/Pendidikan Dasar,2,3.61,2.59,7,0,3,"Kec. Andoolo, Kab. Konawe Selatan, Prov. Sulawesi Tenggara"
2011031301,FIP/Pendidikan Dasar,2,3.95,3.8,7,0,3,"Kec. Negara, Kab. Jembrana, Prov. Bali"
2011031307,FIP/Pendidikan Dasar,2,3.74,3.3,6,0,3,"Kec. Sidemen, Kab. Karang Asem, Prov. Bali"
2011061005,FIP/Pendidikan Dasar,2,0.55,0.0,1,0,3,"Kec. Afulu, Kab. Nias Utara, Prov. Sumatera Utara"
2011061012,FIP/Pendidikan Dasar,2,0.0,0.0,1,0,3,"Kec. Pucuk, Kab. Lamongan, Prov. Jawa Timur"
2011061041,FIP/Pendidikan Dasar,2,3.64,3.55,7,0,3,"Kec. Kediri, Kab. Tabanan, Prov. Bali"
2012011043,FBS/Bahasa dan Sastra Indonesia dan Daerah,2,3.4,3.6,5,0,2,"Kec. Sawan, Kab. Buleleng, Prov. Bali"
2012011046,FBS/Bahasa dan Sastra Indonesia dan Daerah,2,3.48,0.83,3,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2012011048,FBS/Bahasa dan Sastra Indonesia dan Daerah,2,3.5,0.75,7,1,3,"Kec. Jembrana, Kab. Jembrana, Prov. Bali"
2012011056,FBS/Bahasa dan Sastra Indonesia dan Daerah,2,3.28,3.08,7,1,3,"Kec. Jagakarsa, Kab. Jakarta Selatan, Prov. Dki Jakarta"
2012021008,FBS/Bahasa Asing,2,3.66,1.67,6,1,3,"Kec. Ubud, Kab. Gianyar, Prov. Bali"
2012021024,FBS/Bahasa Asing,2,3.79,3.92,6,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2012021049,FBS/Bahasa Asing,2,3.59,0.88,7,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2012021070,FBS/Bahasa Asing,2,3.84,3.76,1,1,2,"Kec. Seririt, Kab. Buleleng, Prov. Bali"
2012021094,FBS/Bahasa Asing,2,3.64,3.52,7,1,3,"Kec. Nusapenida, Kab. Klungkung, Prov. Bali"
2012021099,FBS/Bahasa Asing,2,3.43,3.11,7,0,3,"Kec. Ciputat, Kab. Tangerang Selatan, Prov. Banten"
2012021112,FBS/Bahasa Asing,2,3.53,0.31,1,0,3,"Kec. Sei Beduk, Kab. B A T A M, Prov. Kepulauan Riau"
2012021207,FBS/Bahasa Asing,2,3.85,3.83,7,0,2,"Kec. Busungbiu, Kab. Buleleng, Prov. Bali"
2012021209,FBS/Bahasa Asing,2,3.31,3.07,7,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2012021227,FBS/Bahasa Asing,2,3.54,2.5,7,1,3,"Kec. Buayan, Kab. Kebumen, Prov. Jawa Tengah"
2012031007,FBS/Seni dan Desain,2,3.69,2.3,3,1,3,"Kec. Narmada, Kab. Lombok Barat, Prov. Nusa Tenggara Barat"
2012031009,FBS/Seni dan Desain,2,3.09,1.5,3,1,3,"Kec. Praya, Kab. Lombok Tengah, Prov. Nusa Tenggara Barat"
2012031022,FBS/Seni dan Desain,2,2.82,1.95,7,0,3,"Kec. Citamiang, Kab. Sukabumi, Prov. Jawa Barat"
2012051023,FBS/Bahasa dan Sastra Indonesia dan Daerah,2,3.7,3.79,7,0,3,"Kec. Sukawati, Kab. Gianyar, Prov. Bali"
2013011021,FMIPA/Matematika,2,3.31,3.46,3,1,3,"Kec. Selemadeg, Kab. Tabanan, Prov. Bali"
2013011024,FMIPA/Matematika,2,3.57,3.63,7,1,3,"Kec. Denpasar Selatan, Kab. Denpasar, Prov. Bali"
2013011047,FMIPA/Matematika,2,3.55,3.18,1,0,3,"Kec. Pontianak Kota, Kab. Pontianak, Prov. Kalimantan Barat"
2013031007,FMIPA/Kimia,2,3.58,2.68,7,0,3,"Kec. Kabanjahe, Kab. Karo, Prov. Sumatera Utara"
2013031009,FMIPA/Kimia,2,0.38,0.0,1,0,2,"Kec. Kubutambahan, Kab. Buleleng, Prov. Bali"
2013031015,FMIPA/Kimia,2,1.02,0.0,1,0,3,"Kec. Genteng, Kab. Banyuwangi, Prov. Jawa Timur"
2013031017,FMIPA/Kimia,2,0.71,0.0,1,0,3,"Kec. Denpasar Timur, Kab. Denpasar, Prov. Bali"
2013041037,FMIPA/Biologi dan Perikanan Kelautan,2,3.81,3.72,4,1,3,"Kec. Wonokromo, Kab. Surabaya, Prov. Jawa Timur"
2013041038,FMIPA/Biologi dan Perikanan Kelautan,2,3.52,1.5,1,0,3,"Kec. Biak Kota, Kab. Biak Numfor, Prov. Papua"
2013041039,FMIPA/Biologi dan Perikanan Kelautan,2,3.54,1.78,1,0,3,"Kec. Biak Kota, Kab. Biak Numfor, Prov. Papua"
2013071024,FMIPA/Fisika dan Pengajaran IPA,2,0.21,0.0,1,0,3,"Kec. Bebandem, Kab. Karang Asem, Prov. Bali"
2013071031,FMIPA/Fisika dan Pengajaran IPA,2,3.49,0.82,7,0,3,"Kec. Pematang Silimahuta, Kab. Simalungun, Prov. Sumatera Utara"
2013071033,FMIPA/Fisika dan Pengajaran IPA,2,3.71,3.71,7,0,3,"Kec. Taman, Kab. Sidoarjo, Prov. Jawa Timur"
2013071035,FMIPA/Fisika dan Pengajaran IPA,2,3.72,3.72,7,0,2,"Kec. Gerokgak, Kab. Buleleng, Prov. Bali"
2013081003,FMIPA/Kimia,2,0.76,0.0,1,0,3,"Kec. Paciran, Kab. Lamongan, Prov. Jawa Timur"
2013091003,FMIPA/Biologi dan Perikanan Kelautan,2,2.43,0.68,3,0,3,"Kec. Krejengan, Kab. Probolinggo, Prov. Jawa Timur"
2013091004,FMIPA/Biologi dan Perikanan Kelautan,2,1.24,0.0,1,0,3,"Kec. Jombang, Kab. Jombang, Prov. Jawa Timur"
2013091009,FMIPA/Biologi dan Perikanan Kelautan,2,3.59,3.48,6,1,3,"Kec. Laubaleng, Kab. Karo, Prov. Sumatera Utara"
2013091018,FMIPA/Biologi dan Perikanan Kelautan,2,3.67,0.13,7,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2013101003,FMIPA/Matematika,2,3.3,3.24,1,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2013101011,FMIPA/Matematika,2,3.33,2.98,1,0,2,"Kec. Sawan, Kab. Buleleng, Prov. Bali"
2013111009,FMIPA/Biologi dan Perikanan Kelautan,2,3.36,3.33,7,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2014021006,FHIS/Sejarah Sosiologi dan Perpustakaan,2,3.76,0.69,3,1,3,"Kec. Balung, Kab. Jember, Prov. Jawa Timur"
2014021009,FHIS/Sejarah Sosiologi dan Perpustakaan,2,3.63,1.06,7,1,3,"Kec. Raba, Kab. Bima, Prov. Nusa Tenggara Barat"
2014031026,FHIS/Geografi,2,3.63,3.52,7,1,2,"Kec. Gerokgak, Kab. Buleleng, Prov. Bali"
2014041024,FHIS/Hukum dan Kewarganegaraan,2,3.88,2.23,7,1,2,"Kec. Seririt, Kab. Buleleng, Prov. Bali"
2014101036,FHIS/Hukum dan Kewarganegaraan,2,3.71,3.82,1,0,2,"Kec. Sawan, Kab. Buleleng, Prov. Bali"
2014101040,FHIS/Hukum dan Kewarganegaraan,2,3.43,3.29,1,0,3,"Kec. Jembrana, Kab. Jembrana, Prov. Bali"
2014101066,FHIS/Hukum dan Kewarganegaraan,2,3.83,3.8,7,1,3,"Kec. Panarukan, Kab. Situbondo, Prov. Jawa Timur"
2014101078,FHIS/Hukum dan Kewarganegaraan,2,3.82,3.81,7,1,3,"Kec. Gedek, Kab. Mojokerto, Prov. Jawa Timur"
2014101129,FHIS/Hukum dan Kewarganegaraan,2,3.58,3.52,6,2,3,"Kec. Tegallalang, Kab. Gianyar, Prov. Bali"
2014101141,FHIS/Hukum dan Kewarganegaraan,2,3.46,3.29,7,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2014101153,FHIS/Hukum dan Kewarganegaraan,2,3.61,3.71,7,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2014101178,FHIS/Hukum dan Kewarganegaraan,2,3.56,2.74,7,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2014101195,FHIS/Hukum dan Kewarganegaraan,2,3.39,3.32,7,1,3,"Kec. Kabanjahe, Kab. Karo, Prov. Sumatera Utara"
2014101199,FHIS/Hukum dan Kewarganegaraan,2,1.1,0.0,1,0,3,"Kec. Nabire, Kab. Nabire, Prov. Papua"
2014101200,FHIS/Hukum dan Kewarganegaraan,2,0.0,3.59,6,0,2,"Kec. Gerokgak, Kab. Buleleng, Prov. Bali"
2014105001,FHIS/Hukum dan Kewarganegaraan,2,3.75,0.0,7,2,3,"Kec. Sorong Kepulauan, Kab. Sorong, Prov. Papua Barat"
2015011012,FTK/Teknologi Industri,2,3.68,3.77,7,1,2,"Kec. Gerokgak, Kab. Buleleng, Prov. Bali"
2015011032,FTK/Teknologi Industri,2,3.61,3.74,6,1,3,"Kec. Tegalsari, Kab. Banyuwangi, Prov. Jawa Timur"
2015051001,FTK/Teknik Informatika,2,3.8,3.59,1,1,3,"Kec. Kemlagi, Kab. Mojokerto, Prov. Jawa Timur"
2015051009,FTK/Teknik Informatika,2,3.78,3.81,3,0,3,"Kec. Manggis, Kab. Karang Asem, Prov. Bali"
2015051039,FTK/Teknik Informatika,2,3.79,3.6,7,0,3,"Kec. Bebandem, Kab. Karang Asem, Prov. Bali"
2015051040,FTK/Teknik Informatika,2,0.65,0.0,1,1,2,"Kec. Gerokgak, Kab. Buleleng, Prov. Bali"
2015051041,FTK/Teknik Informatika,2,3.83,3.58,1,2,3,"Kec. Jembrana, Kab. Jembrana, Prov. Bali"
2015051047,FTK/Teknik Informatika,2,3.58,2.13,6,1,3,"Kec. Tabanan, Kab. Tabanan, Prov. Bali"
2015051052,FTK/Teknik Informatika,2,3.69,3.75,6,1,3,"Kec. Muncar, Kab. Banyuwangi, Prov. Jawa Timur"
2015051080,FTK/Teknik Informatika,2,3.79,3.54,6,1,3,"Kec. Banjarangkan, Kab. Klungkung, Prov. Bali"
2015051084,FTK/Teknik Informatika,2,3.74,3.04,5,1,2,"Kec. Busungbiu, Kab. Buleleng, Prov. Bali"
2015051086,FTK/Teknik Informatika,2,3.65,1.21,7,1,3,"Kec. Negara, Kab. Jembrana, Prov. Bali"
2015051109,FTK/Teknik Informatika,2,1.25,0.21,1,1,3,"Kec. Kuala Kencana, Kab. Mimika, Prov. Papua"
2015061014,FTK/Teknologi Industri,2,3.74,3.47,6,1,3,"Kec. Tegallalang, Kab. Gianyar, Prov. Bali"
2015061027,FTK/Teknologi Industri,2,3.79,3.61,7,2,2,"Kec. Gerokgak, Kab. Buleleng, Prov. Bali"
2015071004,FTK/Teknologi Industri,2,3.65,3.64,2,1,3,"Kec. Negara, Kab. Jembrana, Prov. Bali"
2015071006,FTK/Teknologi Industri,2,1.2,0.0,1,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2015071014,FTK/Teknologi Industri,2,3.28,2.28,3,1,3,"Kec. Kintamani, Kab. Bangli, Prov. Bali"
2015071018,FTK/Teknologi Industri,2,2.95,1.14,7,1,3,"Kec. Kintamani, Kab. Bangli, Prov. Bali"
2015071023,FTK/Teknologi Industri,2,2.97,2.31,1,0,3,"Kec. Biak Kota, Kab. Biak Numfor, Prov. Papua"
2015081005,FTK/Teknologi Industri,2,3.88,3.96,1,0,2,"Kec. Banjar, Kab. Buleleng, Prov. Bali"
2015081010,FTK/Teknologi Industri,2,3.53,3.79,7,2,3,"Kec. Pujut, Kab. Lombok Tengah, Prov. Nusa Tenggara Barat"
2015081022,FTK/Teknologi Industri,2,1.3,1.29,7,1,3,"Kec. Sikur, Kab. Lombok Timur, Prov. Nusa Tenggara Barat"
2015081025,FTK/Teknologi Industri,2,3.8,3.77,3,1,3,"Kec. Kubu, Kab. Karang Asem, Prov. Bali"
2015081032,FTK/Teknologi Industri,2,3.71,3.73,7,0,3,"Kec. Kuta Utara, Kab. Badung, Prov. Bali"
2015091048,FTK/Teknik Informatika,2,3.16,3.1,7,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2015091053,FTK/Teknik Informatika,2,3.65,3.1,7,1,3,"Kec. Atambua Selatan, Kab. Belu, Prov. Nusa Tenggara Timur"
2015091055,FTK/Teknik Informatika,2,3.84,3.58,7,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2015091056,FTK/Teknik Informatika,2,3.73,3.53,7,1,2,"Kec. Seririt, Kab. Buleleng, Prov. Bali"
2015091063,FTK/Teknik Informatika,2,3.6,3.39,7,1,3,"Kec. Parbuluan, Kab. Dairi, Prov. Sumatera Utara"
2015091070,FTK/Teknik Informatika,2,3.34,2.75,7,1,3,"Kec. Kuta, Kab. Badung, Prov. Bali"
2015101024,FTK/Teknik Informatika,2,2.73,0.0,1,1,3,"Kec. Munte, Kab. Karo, Prov. Sumatera Utara"
2015101025,FTK/Teknik Informatika,2,3.8,2.21,1,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2015101032,FTK/Teknik Informatika,2,3.46,2.96,3,1,3,"Kec. Kintamani, Kab. Bangli, Prov. Bali"
2016011010,FOK/Pendidikan Olahraga,2,3.55,3.6,3,0,3,"Kec. Munte, Kab. Karo, Prov. Sumatera Utara"
2016011016,FOK/Pendidikan Olahraga,2,1.49,0.0,1,2,3,"Kec. Tiworo Tengah, Kab. Muna, Prov. Sulawesi Tenggara"
2016011052,FOK/Pendidikan Olahraga,2,3.13,0.75,7,1,3,"Kec. Sumbersari, Kab. Jember, Prov. Jawa Timur"
2016011055,FOK/Pendidikan Olahraga,2,3.45,3.67,1,2,3,"Kec. Jembrana, Kab. Jembrana, Prov. Bali"
2016011059,FOK/Pendidikan Olahraga,2,3.08,2.4,5,1,3,"Kec. Bangli, Kab. Bangli, Prov. Bali"
2016011070,FOK/Pendidikan Olahraga,2,3.51,0.81,4,1,3,"Kec. Raya, Kab. Simalungun, Prov. Sumatera Utara"
2016011072,FOK/Pendidikan Olahraga,2,1.99,1.04,5,2,3,"Kec. Penebel, Kab. Tabanan, Prov. Bali"
2016011083,FOK/Pendidikan Olahraga,2,3.11,1.91,6,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2016011084,FOK/Pendidikan Olahraga,2,3.33,2.13,5,1,3,"Kec. Mendoyo, Kab. Jembrana, Prov. Bali"
2016041008,FOK/Ilmu Olahraga dan Kesehatan,2,3.62,2.16,1,1,3,"Kec. Denpasar Selatan, Kab. Denpasar, Prov. Bali"
2016041016,FOK/Ilmu Olahraga dan Kesehatan,2,3.78,3.77,7,1,3,"Kec. Denpasar Selatan, Kab. Denpasar, Prov. Bali"
2016041017,FOK/Ilmu Olahraga dan Kesehatan,2,3.75,3.28,3,2,2,"Kec. Sawan, Kab. Buleleng, Prov. Bali"
2017011077,FE/Ekonomi dan Akutansi,2,3.56,3.58,5,0,3,"Kec. Blahbatuh, Kab. Gianyar, Prov. Bali"
2017011082,FE/Ekonomi dan Akutansi,2,3.76,3.68,7,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2017011091,FE/Ekonomi dan Akutansi,2,3.33,2.91,7,0,3,"Kec. Jembrana, Kab. Jembrana, Prov. Bali"
2017041017,FE/Manajemen,2,3.96,3.71,7,0,3,"Kec. Tabanan, Kab. Tabanan, Prov. Bali"
2017041057,FE/Manajemen,2,3.25,3.36,5,2,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2017041179,FE/Manajemen,2,2.1,0.54,6,0,2,"Kec. Banjar, Kab. Buleleng, Prov. Bali"
2017041206,FE/Manajemen,2,3.7,3.42,6,0,2,"Kec. Banjar, Kab. Buleleng, Prov. Bali"
2017041224,FE/Manajemen,2,3.76,3.36,7,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2017051010,FE/Ekonomi dan Akutansi,2,3.98,3.84,6,0,2,"Kec. Sawan, Kab. Buleleng, Prov. Bali"
2017051023,FE/Ekonomi dan Akutansi,2,3.89,3.81,2,0,3,"Kec. Mepanga, Kab. Parigi Moutong, Prov. Sulawesi Tengah"
2017051034,FE/Ekonomi dan Akutansi,2,3.85,3.91,1,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2017051037,FE/Ekonomi dan Akutansi,2,3.79,0.84,1,0,2,"Kec. Sawan, Kab. Buleleng, Prov. Bali"
2017051074,FE/Ekonomi dan Akutansi,2,3.69,3.7,7,1,2,"Kec. Sukasada, Kab. Buleleng, Prov. Bali"
2017051145,FE/Ekonomi dan Akutansi,2,3.78,3.89,7,0,3,"Kec. Kutawaluya, Kab. Karawang, Prov. Jawa Barat"
2017051167,FE/Ekonomi dan Akutansi,2,3.65,3.94,7,0,3,"Kec. Susut, Kab. Bangli, Prov. Bali"
2017051199,FE/Ekonomi dan Akutansi,2,3.9,3.5,4,0,3,"Kec. Kubu, Kab. Karang Asem, Prov. Bali"
2017051201,FE/Ekonomi dan Akutansi,2,3.65,3.78,7,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2017051243,FE/Ekonomi dan Akutansi,2,3.88,3.65,7,0,2,"Kec. Seririt, Kab. Buleleng, Prov. Bali"
2029101030,Pascasarjana/Ilmu Komputer (S2),2,3.39,3.57,7,2,3,"Kec. Denpasar Utara, Kab. Denpasar, Prov. Bali"
2029121015,Pascasarjana/Pendidikan Olahraga (S2),2,3.65,3.6,7,1,3,"Kec. Gianyar, Kab. Gianyar, Prov. Bali"
2029141034,Pascasarjana/Akuntansi (S2),2,3.75,3.62,7,0,3,"Kec. Cakung, Kab. Jakarta Timur, Prov. Dki Jakarta"
2039011034,Pascasarjana/Ilmu Pendidikan (S3),2,3.41,3.55,7,2,3,"Kec. Denpasar Utara, Kab. Denpasar, Prov. Bali"
2111011001,"FIP/Ilmu Pendidikan, Psikologi dan Bimbingan",2,0.0,1.88,7,1,3,"Kec. Barusjahe, Kab. Karo, Prov. Sumatera Utara"
2111011009,"FIP/Ilmu Pendidikan, Psikologi dan Bimbingan",2,0.0,0.0,1,1,2,"Kec. Kubutambahan, Kab. Buleleng, Prov. Bali"
2111021009,"FIP/Ilmu Pendidikan, Psikologi dan Bimbingan",2,1.67,0.0,1,1,3,"Kec. Berastagi, Kab. Karo, Prov. Sumatera Utara"
2111031029,FIP/Pendidikan Dasar,2,3.83,3.96,7,0,3,"Kec. Negara, Kab. Jembrana, Prov. Bali"
2111031072,FIP/Pendidikan Dasar,2,0.8,0.0,4,1,3,"Kec. Sukawati, Kab. Gianyar, Prov. Bali"
2111031343,FIP/Pendidikan Dasar,2,3.21,3.81,4,0,3,"Kec. Denpasar Utara, Kab. Denpasar, Prov. Bali"
2111031430,FIP/Pendidikan Dasar,2,3.66,1.79,4,1,3,"Kec. Mengwi, Kab. Badung, Prov. Bali"
2111031434,FIP/Pendidikan Dasar,2,2.7,0.0,6,0,3,"Kec. Mengwi, Kab. Badung, Prov. Bali"
2111031491,FIP/Pendidikan Dasar,2,2.84,3.46,6,0,3,"Kec. Kintamani, Kab. Bangli, Prov. Bali"
2111031500,FIP/Pendidikan Dasar,2,3.65,0.96,4,1,3,"Kec. Kintamani, Kab. Bangli, Prov. Bali"
2112011005,FBS/Bahasa dan Sastra Indonesia dan Daerah,2,3.63,3.46,5,1,3,"Kec. Balikpapan Selatan, Kab. Balikpapan, Prov. Kalimantan Timur"
2113011077,FMIPA/Matematika,2,3.48,3.11,7,0,3,"Kec. Gianyar, Kab. Gianyar, Prov. Bali"
2113011098,FMIPA/Matematika,2,3.79,3.78,7,0,3,"Kec. Sukawati, Kab. Gianyar, Prov. Bali"
2113013001,FMIPA/Matematika,2,0.0,0.0,7,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2113021017,FMIPA/Fisika dan Pengajaran IPA,2,1.22,2.0,6,0,3,"Kec. Laubaleng, Kab. Karo, Prov. Sumatera Utara"
2113021019,FMIPA/Fisika dan Pengajaran IPA,2,0.96,0.0,1,0,3,"Kec. Tambak, Kab. Gresik, Prov. Jawa Timur"
2113031016,FMIPA/Kimia,2,1.5,0.0,1,0,3,"Kec. Tambak, Kab. Gresik, Prov. Jawa Timur"
2113031021,FMIPA/Kimia,2,0.42,0.0,5,0,3,"Kec. Kuta Utara, Kab. Badung, Prov. Bali"
2113071017,FMIPA/Fisika dan Pengajaran IPA,2,3.63,3.84,7,0,3,"Kec. Selemadeg, Kab. Tabanan, Prov. Bali"
2113071023,FMIPA/Fisika dan Pengajaran IPA,2,3.36,1.97,7,0,3,"Kec. Sigumpar, Kab. Toba Samosir, Prov. Sumatera Utara"
2113071035,FMIPA/Fisika dan Pengajaran IPA,2,3.3,3.22,7,0,3,"Kec. Bangli, Kab. Bangli, Prov. Bali"
2113081017,FMIPA/Kimia,2,3.74,3.41,7,0,3,"Kec. Kuta Selatan, Kab. Badung, Prov. Bali"
2113091017,FMIPA/Biologi dan Perikanan Kelautan,2,3.72,2.16,1,0,3,"Kec. Kuta Utara, Kab. Badung, Prov. Bali"
2113091029,FMIPA/Biologi dan Perikanan Kelautan,2,3.8,2.48,7,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2113101007,FMIPA/Matematika,2,1.13,0.0,7,0,3,"Kec. Tobelo, Kab. Halmahera Utara, Prov. Maluku Utara"
2113111017,FMIPA/Biologi dan Perikanan Kelautan,2,3.72,0.44,7,0,3,"Kec. Pasarkemis, Kab. Tangerang, Prov. Banten"
2113111032,FMIPA/Biologi dan Perikanan Kelautan,2,3.0,3.0,7,0,3,"Kec. Medan Tuntungan, Kab. Medan, Prov. Sumatera Utara"
2114021003,FHIS/Sejarah Sosiologi dan Perpustakaan,2,3.58,0.0,1,1,3,"Kec. Woha, Kab. Bima, Prov. Nusa Tenggara Barat"
2114021020,FHIS/Sejarah Sosiologi dan Perpustakaan,2,0.0,0.94,1,1,2,"Kec. Banjar, Kab. Buleleng, Prov. Bali"
2114031024,FHIS/Geografi,2,3.8,3.58,6,1,3,"Kec. Songgon, Kab. Banyuwangi, Prov. Jawa Timur"
2114041024,FHIS/Hukum dan Kewarganegaraan,2,0.0,0.0,1,0,3,"Kec. Fafurwar, Kab. Teluk Bintuni, Prov. Papua Barat"
2114041029,FHIS/Hukum dan Kewarganegaraan,2,3.8,3.81,6,0,2,"Kec. Busungbiu, Kab. Buleleng, Prov. Bali"
2114091029,FHIS/Sejarah Sosiologi dan Perpustakaan,2,3.44,3.2,4,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2114101005,FHIS/Hukum dan Kewarganegaraan,2,3.93,0.98,1,0,3,"Kec. Susut, Kab. Bangli, Prov. Bali"
2114101031,FHIS/Hukum dan Kewarganegaraan,2,3.73,3.38,7,1,3,"Kec. Samarinda Utara, Kab. Samarinda, Prov. Kalimantan Timur"
2114101032,FHIS/Hukum dan Kewarganegaraan,2,3.77,3.58,7,1,2,"Kec. Gerokgak, Kab. Buleleng, Prov. Bali"
2114101065,FHIS/Hukum dan Kewarganegaraan,2,3.62,3.63,6,1,3,"Kec. Percut Sei Tuan, Kab. Deli Serdang, Prov. Sumatera Utara"
2114101086,FHIS/Hukum dan Kewarganegaraan,2,3.58,3.16,3,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2114101102,FHIS/Hukum dan Kewarganegaraan,2,3.71,3.77,7,1,3,"Kec. Kuta Utara, Kab. Badung, Prov. Bali"
2114101126,FHIS/Hukum dan Kewarganegaraan,2,3.85,3.82,7,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2114101167,FHIS/Hukum dan Kewarganegaraan,2,3.42,2.15,6,1,2,"Kec. Sukasada, Kab. Buleleng, Prov. Bali"
2114101215,FHIS/Hukum dan Kewarganegaraan,2,3.04,2.46,3,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2115011002,FTK/Teknologi Industri,2,3.58,0.6,7,2,3,"Kec. Mendoyo, Kab. Jembrana, Prov. Bali"
2115011052,FTK/Teknologi Industri,2,3.69,1.33,7,2,3,"Kec. Denpasar Selatan, Kab. Denpasar, Prov. Bali"
2115011055,FTK/Teknologi Industri,2,3.37,1.44,7,2,3,"Kec. Kuta Selatan, Kab. Badung, Prov. Bali"
2115051024,FTK/Teknik Informatika,2,3.7,2.6,4,2,2,"Kec. Banjar, Kab. Buleleng, Prov. Bali"
2115051059,FTK/Teknik Informatika,2,1.93,0.0,7,2,2,"Kec. Sukasada, Kab. Buleleng, Prov. Bali"
2115051065,FTK/Teknik Informatika,2,3.31,3.09,4,1,2,"Kec. Sukasada, Kab. Buleleng, Prov. Bali"
2115051090,FTK/Teknik Informatika,2,2.63,2.14,5,0,2,"Kec. Sukasada, Kab. Buleleng, Prov. Bali"
2115071041,FTK/Teknologi Industri,2,3.63,3.34,7,0,2,"Kec. Banjar, Kab. Buleleng, Prov. Bali"
2115081020,FTK/Teknologi Industri,2,3.54,0.33,6,2,2,"Kec. Kubutambahan, Kab. Buleleng, Prov. Bali"
2115081028,FTK/Teknologi Industri,2,0.1,0.0,1,2,3,"Kec. Paciran, Kab. Lamongan, Prov. Jawa Timur"
2115081033,FTK/Teknologi Industri,2,3.3,0.0,1,2,3,"Kec. Bilah Hilir, Kab. Labuhan Batu, Prov. Sumatera Utara"
2115081036,FTK/Teknologi Industri,2,3.48,2.96,7,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2115091016,FTK/Teknik Informatika,2,3.86,3.56,5,2,2,"Kec. Busungbiu, Kab. Buleleng, Prov. Bali"
2115101048,FTK/Teknik Informatika,2,4.0,3.91,6,1,3,"Kec. Abiansemal, Kab. Badung, Prov. Bali"
2115101057,FTK/Teknik Informatika,2,3.5,3.2,7,2,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2115101078,FTK/Teknik Informatika,2,1.02,0.0,5,2,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2115101081,FTK/Teknik Informatika,2,2.98,1.95,4,3,3,"Kec. Bebandem, Kab. Karang Asem, Prov. Bali"
